id,equipment_type,equipment_id,location,complaint,symptoms,diagnosis,root_cause,recommended_fix,estimated_cost,repair_time,urgency,technician_type,date,technician_notes,status
1182,Classroom Projector,PRJ-042,Seminar Room B,Projector turning on for 2 minutes then shutting down with blinking red Temp light.,"Rapid shutdown, red Temp warning LED, loud exhaust fan whining",Thermal sensor cutoff due to blocked intake air filter and dust on fan blades,Dust accumulation clogging intake sponge filter preventing heat dissipation from lamp module,"Deep clean air filter sponge, blow out optical engine compartment, inspect fan RPM",700,0.6,Medium,AV Technician,2025-07-25,Filter washed and dried. Thermal sensor readings normalized.,Verified & Closed
1183,Classroom Projector,PRJ-008,Auditorium Main,Projector displays 'No Signal' despite HDMI cable connected securely to laptop.,"Blue screen standby, HDMI source unacknowledged, cable pins loose",Damaged HDMI wall plate receptacle and cracked internal solder trace,Repeated mechanical tugging on wall HDMI port causing physical pin fracture,Replace wall plate HDMI 2.0 female-female connector module and patch cord,1000,0.9,Medium,AV Technician,2026-06-09,Replaced wall socket module with reinforced metal pass-through.,Resolved
1184,Classroom Projector,PRJ-024,Auditorium Main,Projector displays 'No Signal' despite HDMI cable connected securely to laptop.,"Blue screen standby, HDMI source unacknowledged, cable pins loose",Damaged HDMI wall plate receptacle and cracked internal solder trace,Repeated mechanical tugging on wall HDMI port causing physical pin fracture,Replace wall plate HDMI 2.0 female-female connector module and patch cord,1400,0.9,Medium,AV Technician,2025-07-14,Replaced wall socket module with reinforced metal pass-through.,Resolved
1185,Classroom Projector,PRJ-042,Auditorium Main,Projector displays 'No Signal' despite HDMI cable connected securely to laptop.,"Blue screen standby, HDMI source unacknowledged, cable pins loose",Damaged HDMI wall plate receptacle and cracked internal solder trace,Repeated mechanical tugging on wall HDMI port causing physical pin fracture,Replace wall plate HDMI 2.0 female-female connector module and patch cord,1300,0.8,Medium,AV Technician,2026-06-07,Replaced wall socket module with reinforced metal pass-through.,Verified & Closed
1186,Classroom Projector,PRJ-045,Lecture Hall 101,Projector image shows severe yellow discoloration and flickering color band.,"Distorted color matrix, flickering tint, faint grinding sound from optical chamber",DLP color wheel indexing sensor dirty / motor bearing seizure,Dust layer on color wheel optical optocoupler sensor disc,Clean optical color wheel sensor with isopropanol and realign optical path,2200,1.9,Medium,Senior AV Specialist,2025-09-02,Color wheel cleaned. RGB calibration completed with test pattern.,Preventive Maintenance Completed
1187,Classroom Projector,PRJ-007,Seminar Room B,Projector image shows severe yellow discoloration and flickering color band.,"Distorted color matrix, flickering tint, faint grinding sound from optical chamber",DLP color wheel indexing sensor dirty / motor bearing seizure,Dust layer on color wheel optical optocoupler sensor disc,Clean optical color wheel sensor with isopropanol and realign optical path,2900,2.4,Medium,Senior AV Specialist,2025-09-05,Color wheel cleaned. RGB calibration completed with test pattern.,Resolved
1188,Classroom Projector,PRJ-026,Lecture Hall 101,Projector image shows severe yellow discoloration and flickering color band.,"Distorted color matrix, flickering tint, faint grinding sound from optical chamber",DLP color wheel indexing sensor dirty / motor bearing seizure,Dust layer on color wheel optical optocoupler sensor disc,Clean optical color wheel sensor with isopropanol and realign optical path,2150,2.5,Medium,Senior AV Specialist,2025-12-08,Color wheel cleaned. RGB calibration completed with test pattern.,Verified & Closed
1189,UPS System,UPS-043,Main Datacenter,UPS constantly beeping with 'Battery Weak / Replace' indicator illuminated.,"Audible alert every 5 seconds, backup time dropped from 30 mins to 20 seconds",Sulfated 12V 42Ah SMF batteries with high internal impedance,End of electrochemical battery service life (3+ years) and high operating ambient temperature,"Perform battery conductance test, replace weak battery block, calibrate float voltage",11250,2.5,High,Power Electronics Technician,2026-02-11,4 dead cells in 16-battery string replaced. Battery bank autonomy load-tested to 25 minutes.,Preventive Maintenance Completed
1190,UPS System,UPS-022,Main Datacenter,UPS constantly beeping with 'Battery Weak / Replace' indicator illuminated.,"Audible alert every 5 seconds, backup time dropped from 30 mins to 20 seconds",Sulfated 12V 42Ah SMF batteries with high internal impedance,End of electrochemical battery service life (3+ years) and high operating ambient temperature,"Perform battery conductance test, replace weak battery block, calibrate float voltage",7000,2.7,High,Power Electronics Technician,2026-01-10,4 dead cells in 16-battery string replaced. Battery bank autonomy load-tested to 25 minutes.,Resolved
1191,UPS System,UPS-014,Hospital ICU Utility,UPS constantly beeping with 'Battery Weak / Replace' indicator illuminated.,"Audible alert every 5 seconds, backup time dropped from 30 mins to 20 seconds",Sulfated 12V 42Ah SMF batteries with high internal impedance,End of electrochemical battery service life (3+ years) and high operating ambient temperature,"Perform battery conductance test, replace weak battery block, calibrate float voltage",12650,2.8,High,Power Electronics Technician,2026-02-07,4 dead cells in 16-battery string replaced. Battery bank autonomy load-tested to 25 minutes.,Resolved
1192,UPS System,UPS-001,Hospital ICU Utility,UPS switching automatically to Static Bypass mode with Overload error.,"Bypass LED active, inverter offline, cooling fans operating at maximum RPM",Inverter DC-AC bridge heat-sink thermal sensor triggering due to fan failure,Exhaust fan 1 seized up with dust ball causing IGBT heatsink to reach 85°C,"Replace 120mm 24V DC ball bearing exhaust fan, clean heatsink, reset bypass alarm",1650,1.5,High,UPS Engineer,2025-12-07,Replaced cooling fans. UPS transferred back to online inverter mode.,Resolved
1193,UPS System,UPS-008,Biotech Lab Annex,UPS switching automatically to Static Bypass mode with Overload error.,"Bypass LED active, inverter offline, cooling fans operating at maximum RPM",Inverter DC-AC bridge heat-sink thermal sensor triggering due to fan failure,Exhaust fan 1 seized up with dust ball causing IGBT heatsink to reach 85°C,"Replace 120mm 24V DC ball bearing exhaust fan, clean heatsink, reset bypass alarm",1650,1.0,High,UPS Engineer,2026-08-21,Replaced cooling fans. UPS transferred back to online inverter mode.,Verified & Closed
1194,RO Water Purifier,RO-021,Hostel Block B,"Water purifier flow rate has dropped to a trickle, taking 10 mins to fill one bottle.","Very slow permeate flow, high reject water flow ratio, booster pump running continuously",Sediment pre-filter and activated carbon block choked with silt,High turbidity in incoming municipal water supply over past 2 weeks,Replace 5-micron spun polypropylene pre-filter and 10-inch CTO carbon block,1050,0.6,Medium,Water Plant Technician,2026-08-31,Pre-filters replaced. Flow rate restored to 50 LPH at 60 PSI.,Resolved
1195,RO Water Purifier,RO-034,Library Water Station,"Water purifier flow rate has dropped to a trickle, taking 10 mins to fill one bottle.","Very slow permeate flow, high reject water flow ratio, booster pump running continuously",Sediment pre-filter and activated carbon block choked with silt,High turbidity in incoming municipal water supply over past 2 weeks,Replace 5-micron spun polypropylene pre-filter and 10-inch CTO carbon block,1650,0.5,Medium,Water Plant Technician,2026-05-23,Pre-filters replaced. Flow rate restored to 50 LPH at 60 PSI.,Resolved
1196,RO Water Purifier,RO-038,Hostel Block B,Drinking water tastes salty and TDS meter reading above 450 ppm (normal < 100).,"Salty/mineral taste, elevated TDS reading, membrane pressure high",Thin Film Composite (TFC) RO membrane scaling and salt passage leakage,Calcium carbonate scale buildup rupturing membrane layers due to antiscalant dosing lapse,Sanitize filter housings and replace 75 GPD Dow Filmtec RO membrane,3400,1.5,High,Water Plant Specialist,2026-05-28,New RO membrane installed. Output TDS measured at 62 ppm.,Verified & Closed
1197,RO Water Purifier,RO-043,Student Mess Floor 1,Drinking water tastes salty and TDS meter reading above 450 ppm (normal < 100).,"Salty/mineral taste, elevated TDS reading, membrane pressure high",Thin Film Composite (TFC) RO membrane scaling and salt passage leakage,Calcium carbonate scale buildup rupturing membrane layers due to antiscalant dosing lapse,Sanitize filter housings and replace 75 GPD Dow Filmtec RO membrane,3100,1.5,High,Water Plant Specialist,2025-04-01,New RO membrane installed. Output TDS measured at 62 ppm.,Preventive Maintenance Completed
1198,RO Water Purifier,RO-031,Student Mess Floor 1,Drinking water tastes salty and TDS meter reading above 450 ppm (normal < 100).,"Salty/mineral taste, elevated TDS reading, membrane pressure high",Thin Film Composite (TFC) RO membrane scaling and salt passage leakage,Calcium carbonate scale buildup rupturing membrane layers due to antiscalant dosing lapse,Sanitize filter housings and replace 75 GPD Dow Filmtec RO membrane,3350,1.7,High,Water Plant Specialist,2025-08-01,New RO membrane installed. Output TDS measured at 62 ppm.,Resolved
1199,Electrical Panel,EP-006,Engineering Block LT Room,Smell of burning insulation and humming sound coming from main electrical distribution board.,"Pungent ozone/burning plastic smell, audible 50Hz arcing hum, warm panel exterior",Loose terminal lug on R-phase 200A MCCB busbar connection causing thermal hot-spot,Thermal cycling loosening bolted terminal connection leading to high contact resistance,"De-energize panel, re-crimp burned lug, torque all busbar connections, apply torque seal",2800,1.6,Critical,Senior Electrical Engineer,2025-10-22,Thermographic scan verified: Hot spot reduced from 112°C to 38°C under load.,Resolved
1200,Electrical Panel,EP-025,Canteen Feeder Panel,Smell of burning insulation and humming sound coming from main electrical distribution board.,"Pungent ozone/burning plastic smell, audible 50Hz arcing hum, warm panel exterior",Loose terminal lug on R-phase 200A MCCB busbar connection causing thermal hot-spot,Thermal cycling loosening bolted terminal connection leading to high contact resistance,"De-energize panel, re-crimp burned lug, torque all busbar connections, apply torque seal",4050,2.3,Critical,Senior Electrical Engineer,2025-11-19,Thermographic scan verified: Hot spot reduced from 112°C to 38°C under load.,Resolved
1201,Electrical Panel,EP-042,Engineering Block LT Room,Smell of burning insulation and humming sound coming from main electrical distribution board.,"Pungent ozone/burning plastic smell, audible 50Hz arcing hum, warm panel exterior",Loose terminal lug on R-phase 200A MCCB busbar connection causing thermal hot-spot,Thermal cycling loosening bolted terminal connection leading to high contact resistance,"De-energize panel, re-crimp burned lug, torque all busbar connections, apply torque seal",3950,2.2,Critical,Senior Electrical Engineer,2026-02-08,Thermographic scan verified: Hot spot reduced from 112°C to 38°C under load.,Resolved
1202,CCTV Camera,CAM-026,Hostel Perimeter West,Camera video feed showing black screen at night and washed-out glare during day.,"Night vision infrared failed, pinkish hue in daylight, camera online on network",IR cut filter mechanical solenoid stuck in day position,Moisture ingress jamming delicate mechanical filter shift shutter,"Disassemble camera housing, replace silica desiccant, clean filter solenoid track",1500,1.0,Low,Security Systems Technician,2025-07-18,Resealed camera housing with IP67 silicone gasket. Day/night switching verified.,Resolved
1203,CCTV Camera,CAM-024,Parking Lot North,Camera video feed showing black screen at night and washed-out glare during day.,"Night vision infrared failed, pinkish hue in daylight, camera online on network",IR cut filter mechanical solenoid stuck in day position,Moisture ingress jamming delicate mechanical filter shift shutter,"Disassemble camera housing, replace silica desiccant, clean filter solenoid track",1500,1.5,Low,Security Systems Technician,2026-04-13,Resealed camera housing with IP67 silicone gasket. Day/night switching verified.,Resolved
1204,CCTV Camera,CAM-006,Campus Main Gate,Camera video feed showing black screen at night and washed-out glare during day.,"Night vision infrared failed, pinkish hue in daylight, camera online on network",IR cut filter mechanical solenoid stuck in day position,Moisture ingress jamming delicate mechanical filter shift shutter,"Disassemble camera housing, replace silica desiccant, clean filter solenoid track",850,1.4,Low,Security Systems Technician,2025-07-01,Resealed camera housing with IP67 silicone gasket. Day/night switching verified.,Resolved
1205,Network Switch,SW-038,IT Rack - Floor 2,Entire department experiencing intermittent Wi-Fi drops and packet loss.,"High latency ping spikes, PoE access points rebooting, switch status LED amber",PoE power supply unit over-temperature shutdown due to internal fan dust lock,Blocked exhaust vent on 48-port PoE switch causing PSU thermal protection trip,"Clean rack dust filters, replace switch chassis fan, rebalance PoE power budget",2850,1.1,High,Network Administrator,2025-10-14,Switch firmware updated and internal temperature dropped from 68°C to 41°C.,Resolved
1206,Network Switch,SW-004,Hostel Wi-Fi Distribution,Entire department experiencing intermittent Wi-Fi drops and packet loss.,"High latency ping spikes, PoE access points rebooting, switch status LED amber",PoE power supply unit over-temperature shutdown due to internal fan dust lock,Blocked exhaust vent on 48-port PoE switch causing PSU thermal protection trip,"Clean rack dust filters, replace switch chassis fan, rebalance PoE power budget",2700,1.3,High,Network Administrator,2025-11-26,Switch firmware updated and internal temperature dropped from 68°C to 41°C.,Resolved
1207,Air Conditioner,AC-010,Server Room A,AC is not cooling properly and is making a loud rattling noise.,"Insufficient cooling, abnormal rattling sound from indoor unit, low airflow",Blower fan motor bearing wear and dust accumulation on evaporator coil,Restricted airflow due to heavy dust accumulation and fan motor bearing degradation,"Clean indoor evaporator coil, inspect blower fan assembly, lubricate/replace bearings",1950,2.3,Medium,HVAC Specialist,2025-05-11,"Coil cleaned with chemical wash, blower fan aligned and balanced. Cooling restored to 18°C.",Resolved
1208,Air Conditioner,AC-024,Chemistry Lab,AC is not cooling properly and is making a loud rattling noise.,"Insufficient cooling, abnormal rattling sound from indoor unit, low airflow",Blower fan motor bearing wear and dust accumulation on evaporator coil,Restricted airflow due to heavy dust accumulation and fan motor bearing degradation,"Clean indoor evaporator coil, inspect blower fan assembly, lubricate/replace bearings",3050,1.8,Medium,HVAC Specialist,2026-05-22,"Coil cleaned with chemical wash, blower fan aligned and balanced. Cooling restored to 18°C.",Resolved
1209,Air Conditioner,AC-036,Seminar Hall,AC is not cooling properly and is making a loud rattling noise.,"Insufficient cooling, abnormal rattling sound from indoor unit, low airflow",Blower fan motor bearing wear and dust accumulation on evaporator coil,Restricted airflow due to heavy dust accumulation and fan motor bearing degradation,"Clean indoor evaporator coil, inspect blower fan assembly, lubricate/replace bearings",2700,2.4,Medium,HVAC Specialist,2026-08-21,"Coil cleaned with chemical wash, blower fan aligned and balanced. Cooling restored to 18°C.",Verified & Closed
1210,Air Conditioner,AC-002,Admin Block - Room 102,AC is not cooling properly and is making a loud rattling noise.,"Insufficient cooling, abnormal rattling sound from indoor unit, low airflow",Blower fan motor bearing wear and dust accumulation on evaporator coil,Restricted airflow due to heavy dust accumulation and fan motor bearing degradation,"Clean indoor evaporator coil, inspect blower fan assembly, lubricate/replace bearings",2050,2.2,Medium,HVAC Specialist,2026-03-16,"Coil cleaned with chemical wash, blower fan aligned and balanced. Cooling restored to 18°C.",Resolved
1211,Air Conditioner,AC-001,Library 2nd Floor,AC tripping the circuit breaker immediately after turning on compressor.,"Power trip on startup, compressor buzzing sound, no cold air",Compressor run capacitor blown and high starting current,Degraded 45uF starting capacitor causing compressor rotor lock and breaker trip,Replace dual run/start capacitor (45+5 uF) and test compressor winding resistance,1450,1.3,High,HVAC Specialist,2026-03-15,Capacitor replaced. Startup current measured at 9.2A (within safe limit).,Resolved
1212,Air Conditioner,AC-041,Computer Lab 3,AC tripping the circuit breaker immediately after turning on compressor.,"Power trip on startup, compressor buzzing sound, no cold air",Compressor run capacitor blown and high starting current,Degraded 45uF starting capacitor causing compressor rotor lock and breaker trip,Replace dual run/start capacitor (45+5 uF) and test compressor winding resistance,1350,1.4,High,HVAC Specialist,2026-08-16,Capacitor replaced. Startup current measured at 9.2A (within safe limit).,Resolved
1213,Air Conditioner,AC-030,Seminar Hall,AC tripping the circuit breaker immediately after turning on compressor.,"Power trip on startup, compressor buzzing sound, no cold air",Compressor run capacitor blown and high starting current,Degraded 45uF starting capacitor causing compressor rotor lock and breaker trip,Replace dual run/start capacitor (45+5 uF) and test compressor winding resistance,1500,1.2,High,HVAC Specialist,2025-10-02,Capacitor replaced. Startup current measured at 9.2A (within safe limit).,Resolved
1214,Air Conditioner,AC-006,Dean Office,Water leaking continuously from the indoor split AC unit inside lab.,"Water dripping down classroom wall, ice forming on indoor coil",Clogged condensate drain pipe and dirty filter mesh,Algae and dust blockage in drain tray outlet causing overflow,"Clear condensate drain line with nitrogen blow, clean drain pan and filters",950,0.9,Medium,AC Technician,2026-07-25,Flushed drain pipe. Water drain slope verified with 2L flush test.,Resolved
1215,Air Conditioner,AC-018,Computer Lab 2,Water leaking continuously from the indoor split AC unit inside lab.,"Water dripping down classroom wall, ice forming on indoor coil",Clogged condensate drain pipe and dirty filter mesh,Algae and dust blockage in drain tray outlet causing overflow,"Clear condensate drain line with nitrogen blow, clean drain pan and filters",1450,1.0,Medium,AC Technician,2025-06-20,Flushed drain pipe. Water drain slope verified with 2L flush test.,Resolved
1216,Air Conditioner,AC-018,Seminar Hall,Water leaking continuously from the indoor split AC unit inside lab.,"Water dripping down classroom wall, ice forming on indoor coil",Clogged condensate drain pipe and dirty filter mesh,Algae and dust blockage in drain tray outlet causing overflow,"Clear condensate drain line with nitrogen blow, clean drain pan and filters",1300,0.8,Medium,AC Technician,2026-02-08,Flushed drain pipe. Water drain slope verified with 2L flush test.,Resolved
1217,Air Conditioner,AC-044,Admin Block - Room 102,Water leaking continuously from the indoor split AC unit inside lab.,"Water dripping down classroom wall, ice forming on indoor coil",Clogged condensate drain pipe and dirty filter mesh,Algae and dust blockage in drain tray outlet causing overflow,"Clear condensate drain line with nitrogen blow, clean drain pan and filters",1300,1.1,Medium,AC Technician,2025-05-06,Flushed drain pipe. Water drain slope verified with 2L flush test.,Resolved
1218,Air Conditioner,AC-004,Dean Office,"AC blowing warm air, outdoor unit fan running but compressor silent.","Warm air discharge, outdoor condenser fan active, no cooling effect",Refrigerant R-410A low pressure leak at flare nut connection,Vibration-induced micro-crack in suction line flare joint resulting in gas leakage,"Perform nitrogen pressure leak test, re-flare joint, vacuum system and recharge R-410A",4300,3.0,High,Senior HVAC Technician,2026-09-09,Leak sealed at flare connection. Gas charged to 125 PSI. Delta-T across coil is 14°C.,Resolved
1219,Air Conditioner,AC-017,Computer Lab 3,"AC blowing warm air, outdoor unit fan running but compressor silent.","Warm air discharge, outdoor condenser fan active, no cooling effect",Refrigerant R-410A low pressure leak at flare nut connection,Vibration-induced micro-crack in suction line flare joint resulting in gas leakage,"Perform nitrogen pressure leak test, re-flare joint, vacuum system and recharge R-410A",4800,2.7,High,Senior HVAC Technician,2025-11-24,Leak sealed at flare connection. Gas charged to 125 PSI. Delta-T across coil is 14°C.,Resolved
1220,Air Conditioner,AC-012,Seminar Hall,"AC blowing warm air, outdoor unit fan running but compressor silent.","Warm air discharge, outdoor condenser fan active, no cooling effect",Refrigerant R-410A low pressure leak at flare nut connection,Vibration-induced micro-crack in suction line flare joint resulting in gas leakage,"Perform nitrogen pressure leak test, re-flare joint, vacuum system and recharge R-410A",5050,3.3,High,Senior HVAC Technician,2026-05-07,Leak sealed at flare connection. Gas charged to 125 PSI. Delta-T across coil is 14°C.,Resolved
1221,Air Conditioner,AC-005,Library 2nd Floor,AC display showing error code E4 and shutting down within 5 minutes.,"Error code E4 on panel, unexpected thermal shutdown, intermittent cooling",Room ambient temperature sensor open circuit / resistance drift,Corroded NTC thermistor sensor lead due to ambient humidity,Replace 10k NTC copper coil and ambient temperature thermistor harness,1750,0.9,Low,AC Technician,2025-08-06,New NTC sensor calibrated and sealed with heat shrink.,Resolved
1222,Air Conditioner,AC-005,Faculty Lounge,AC display showing error code E4 and shutting down within 5 minutes.,"Error code E4 on panel, unexpected thermal shutdown, intermittent cooling",Room ambient temperature sensor open circuit / resistance drift,Corroded NTC thermistor sensor lead due to ambient humidity,Replace 10k NTC copper coil and ambient temperature thermistor harness,1450,0.7,Low,AC Technician,2025-10-31,New NTC sensor calibrated and sealed with heat shrink.,Resolved
1223,Air Conditioner,AC-019,Seminar Hall,AC display showing error code E4 and shutting down within 5 minutes.,"Error code E4 on panel, unexpected thermal shutdown, intermittent cooling",Room ambient temperature sensor open circuit / resistance drift,Corroded NTC thermistor sensor lead due to ambient humidity,Replace 10k NTC copper coil and ambient temperature thermistor harness,1300,0.5,Low,AC Technician,2026-05-22,New NTC sensor calibrated and sealed with heat shrink.,Resolved
1224,Air Conditioner,AC-030,Dean Office,AC display showing error code E4 and shutting down within 5 minutes.,"Error code E4 on panel, unexpected thermal shutdown, intermittent cooling",Room ambient temperature sensor open circuit / resistance drift,Corroded NTC thermistor sensor lead due to ambient humidity,Replace 10k NTC copper coil and ambient temperature thermistor harness,950,0.7,Low,AC Technician,2025-09-11,New NTC sensor calibrated and sealed with heat shrink.,Resolved
1225,Diesel Generator,DG-034,Hospital Backup Yard,Diesel Generator fails to crank or start during main grid power outage.,"Clicking starter solenoid sound, instrument cluster dimming, engine not rotating",Lead-acid starter battery pack deep discharge and terminal sulfation,Faulty float trickle battery charger failing to maintain 24V DC auxiliary bus,"Clean battery terminals, replace battery charger unit, jump-start and load-test battery bank",6100,2.8,Critical,Power Systems Engineer,2026-06-28,Battery bank reconditioned. New 24V smart float charger installed. Cranking voltage tested at 22.8V.,Resolved
1226,Diesel Generator,DG-022,Science Block Basement,Diesel Generator fails to crank or start during main grid power outage.,"Clicking starter solenoid sound, instrument cluster dimming, engine not rotating",Lead-acid starter battery pack deep discharge and terminal sulfation,Faulty float trickle battery charger failing to maintain 24V DC auxiliary bus,"Clean battery terminals, replace battery charger unit, jump-start and load-test battery bank",4800,2.3,Critical,Power Systems Engineer,2026-03-28,Battery bank reconditioned. New 24V smart float charger installed. Cranking voltage tested at 22.8V.,Resolved
1227,Diesel Generator,DG-023,Science Block Basement,Diesel Generator fails to crank or start during main grid power outage.,"Clicking starter solenoid sound, instrument cluster dimming, engine not rotating",Lead-acid starter battery pack deep discharge and terminal sulfation,Faulty float trickle battery charger failing to maintain 24V DC auxiliary bus,"Clean battery terminals, replace battery charger unit, jump-start and load-test battery bank",7450,2.9,Critical,Power Systems Engineer,2025-09-22,Battery bank reconditioned. New 24V smart float charger installed. Cranking voltage tested at 22.8V.,Resolved
1228,Diesel Generator,DG-007,Science Block Basement,Generator starting but shutting down after 30 seconds with Over-Frequency alarm.,"Engine hunting/surging, erratic RPM, automatic trip on governing fault",Mechanical governor linkage sticking and fuel injection pump air lock,Contaminated diesel with particulate buildup in primary fuel filter and sticking governor spring,"Bleed fuel line, replace primary/secondary fuel filters, lubricate actuator linkage",4200,2.3,High,Diesel Mechanic,2026-04-20,Fuel filters replaced. Governor response tested at 50Hz under 60% step load.,Resolved
1229,Diesel Generator,DG-012,Power Substation Yard,Generator starting but shutting down after 30 seconds with Over-Frequency alarm.,"Engine hunting/surging, erratic RPM, automatic trip on governing fault",Mechanical governor linkage sticking and fuel injection pump air lock,Contaminated diesel with particulate buildup in primary fuel filter and sticking governor spring,"Bleed fuel line, replace primary/secondary fuel filters, lubricate actuator linkage",5100,3.1,High,Diesel Mechanic,2025-04-29,Fuel filters replaced. Governor response tested at 50Hz under 60% step load.,Verified & Closed
1230,Diesel Generator,DG-041,Hostel Block C Yard,High coolant temperature alarm triggering within 10 minutes of full load running.,"Coolant temperature exceeding 98°C, radiator fan belt loose, coolant level dropping",Radiator fin clogging and slipping v-belt drive on water pump,Dry dust accumulation in radiator core and worn tensioner pulley,"High-pressure air clean radiator fins, replace tensioner and v-belt, top up ethylene glycol coolant",3400,1.9,High,Mechanical Technician,2025-10-28,Radiator backwashed. Belt tension set to spec. Operating temp stable at 84°C under full load.,Resolved
1231,Diesel Generator,DG-018,Hostel Block C Yard,High coolant temperature alarm triggering within 10 minutes of full load running.,"Coolant temperature exceeding 98°C, radiator fan belt loose, coolant level dropping",Radiator fin clogging and slipping v-belt drive on water pump,Dry dust accumulation in radiator core and worn tensioner pulley,"High-pressure air clean radiator fins, replace tensioner and v-belt, top up ethylene glycol coolant",4200,2.0,High,Mechanical Technician,2026-07-21,Radiator backwashed. Belt tension set to spec. Operating temp stable at 84°C under full load.,Resolved
1232,Diesel Generator,DG-003,Hospital Backup Yard,High coolant temperature alarm triggering within 10 minutes of full load running.,"Coolant temperature exceeding 98°C, radiator fan belt loose, coolant level dropping",Radiator fin clogging and slipping v-belt drive on water pump,Dry dust accumulation in radiator core and worn tensioner pulley,"High-pressure air clean radiator fins, replace tensioner and v-belt, top up ethylene glycol coolant",4300,2.3,High,Mechanical Technician,2026-07-20,Radiator backwashed. Belt tension set to spec. Operating temp stable at 84°C under full load.,Resolved
1233,Elevator,LIFT-039,Hospital Wing West,Elevator doors repeatedly closing and reopening without passenger obstruction.,"Door cycle looping 4-5 times at Floor 2, door motor straining, buzzer sounding",Infrared door safety light curtain sensor misalignment and optical lens smudge,Dust coating on lower infrared emitter diodes causing false beam interruption trigger,"Clean optical lenses, align transmitter and receiver strips, calibrate sensitivity",1950,1.5,High,Elevator Specialist,2025-04-15,Photocell curtain realigned and tested across all 128 beams.,Resolved
1234,Elevator,LIFT-029,Academic Block A - Core,Elevator doors repeatedly closing and reopening without passenger obstruction.,"Door cycle looping 4-5 times at Floor 2, door motor straining, buzzer sounding",Infrared door safety light curtain sensor misalignment and optical lens smudge,Dust coating on lower infrared emitter diodes causing false beam interruption trigger,"Clean optical lenses, align transmitter and receiver strips, calibrate sensitivity",1850,1.6,High,Elevator Specialist,2026-03-08,Photocell curtain realigned and tested across all 128 beams.,Resolved
1235,Elevator,LIFT-007,Library Central,Elevator car making grinding sound and vibrating heavily during descent.,"Audible metal screeching, noticeable shuddering between Floors 3 and 4",Guide rail lubrication depletion and guide shoe roller wear,Empty automatic oil lubricator cup and worn nylon guide shoe liner,"Replace guide shoe inserts, clean rail track, refill ISO VG 68 guide rail oil",6900,2.6,High,Senior Lift Engineer,2025-09-30,Replaced four guide shoe liners. Ride quality index tested smooth.,Resolved
1236,Elevator,LIFT-016,Academic Block A - Core,Elevator car making grinding sound and vibrating heavily during descent.,"Audible metal screeching, noticeable shuddering between Floors 3 and 4",Guide rail lubrication depletion and guide shoe roller wear,Empty automatic oil lubricator cup and worn nylon guide shoe liner,"Replace guide shoe inserts, clean rail track, refill ISO VG 68 guide rail oil",5750,3.3,High,Senior Lift Engineer,2025-06-25,Replaced four guide shoe liners. Ride quality index tested smooth.,Resolved
1237,Elevator,LIFT-019,Hostel Block 1,Elevator stopping 2 inches below floor level at Ground Floor.,"Floor leveling discrepancy, trip hazard step, floor position reset required",Magnetic floor vane reader sensor bracket loose,Loose mounting bolt on shaft leveling sensor causing delayed trigger signal,Tighten and recalibrate floor leveling magnets and shaft position encoder,2600,2.3,Critical,Elevator Specialist,2025-08-16,Sensor repositioned with threadlocker. Leveling precision ±3mm achieved.,Resolved
1238,Elevator,LIFT-041,Academic Block A - Core,Elevator stopping 2 inches below floor level at Ground Floor.,"Floor leveling discrepancy, trip hazard step, floor position reset required",Magnetic floor vane reader sensor bracket loose,Loose mounting bolt on shaft leveling sensor causing delayed trigger signal,Tighten and recalibrate floor leveling magnets and shaft position encoder,1900,1.8,Critical,Elevator Specialist,2025-10-09,Sensor repositioned with threadlocker. Leveling precision ±3mm achieved.,Resolved
1239,Elevator,LIFT-019,Library Central,Elevator stopping 2 inches below floor level at Ground Floor.,"Floor leveling discrepancy, trip hazard step, floor position reset required",Magnetic floor vane reader sensor bracket loose,Loose mounting bolt on shaft leveling sensor causing delayed trigger signal,Tighten and recalibrate floor leveling magnets and shaft position encoder,3250,2.4,Critical,Elevator Specialist,2026-01-01,Sensor repositioned with threadlocker. Leveling precision ±3mm achieved.,Preventive Maintenance Completed
1240,Water Pump,WP-022,Hostel Water Treatment Plant,Water pump running continuously but delivering very low water pressure to top floors.,"Pump motor humming loudly, zero pressure gauge reading, air in pipeline",Suction foot valve stuck partially open and suction line priming lost,Debris lodged in brass foot valve disc preventing positive prime holding,"Dismantle foot valve, clear silt debris, re-prime suction manifold and replace gasket",2650,2.2,High,Plumber & Pump Specialist,2026-06-25,Foot valve replaced with stainless steel mesh strainer. Priming restored.,Verified & Closed
1241,Water Pump,WP-042,Garden Irrigation Hub,Water pump running continuously but delivering very low water pressure to top floors.,"Pump motor humming loudly, zero pressure gauge reading, air in pipeline",Suction foot valve stuck partially open and suction line priming lost,Debris lodged in brass foot valve disc preventing positive prime holding,"Dismantle foot valve, clear silt debris, re-prime suction manifold and replace gasket",1750,2.1,High,Plumber & Pump Specialist,2025-08-11,Foot valve replaced with stainless steel mesh strainer. Priming restored.,Verified & Closed
